fecha,tipoOcupacion,autorizado,nodoInicio,nodoFin
2015-04-26,Reuniones,true,3296,5104
2022-05-04,Clases,false,1344,5101
2007-12-28,Presentaciones,true,300,5003
2023-10-14,Entrevistas,true,4090,5079
2018-11-06,Conferencias,true,3181,5054
2007-12-13,Practicas,true,3240,5030
2007-09-15,Clases,true,2900,4992
2011-08-13,Practicas,true,3133,5034
2001-04-29,Practicas,true,225,5111
2012-05-27,Conferencias,true,3502,4987
2002-12-07,Seminarios,false,1995,5017
2021-10-27,Practicas,false,794,5032
2000-05-10,Examenes,true,4277,5040
2001-11-19,Seminarios,false,2392,5032
2016-04-22,Practicas,false,198,4992
2000-08-05,Presentaciones,true,391,5054
2008-11-16,Talleres,false,1380,4998
2006-03-20,Presentaciones,false,458,5081
2004-07-19,Talleres,false,1175,5008
2004-06-16,Seminarios,false,3107,5057
2011-05-08,Entrevistas,false,4494,5142
2016-09-19,Conferencias,true,393,5108
2004-11-29,Presentaciones,false,3909,5018
2005-01-12,Clases,true,3665,5074
2006-06-18,Reuniones,true,3962,4994
2021-11-22,Examenes,true,1245,5142
2010-01-05,Conferencias,false,4055,5132
2021-05-09,Conferencias,false,1225,5145
2022-10-27,Reuniones,false,5,5155
2000-01-15,Conferencias,true,959,5068
2010-04-16,Conferencias,false,1645,5037
2003-02-28,Conferencias,false,3913,5120
2005-07-06,Talleres,true,4190,5028
2003-11-03,Entrevistas,true,3036,5078
2018-04-01,Entrevistas,false,2568,4990
2022-12-08,Conferencias,false,387,5104
2022-04-14,Entrevistas,true,2270,5102
2008-04-24,Seminarios,false,1460,5067
2011-08-13,Entrevistas,true,1834,5106
2007-02-13,Clases,false,4456,5073
2008-12-14,Reuniones,false,136,4988
2022-06-06,Entrevistas,true,220,5004
2006-06-28,Clases,false,1422,5085
2015-07-10,Seminarios,false,96,4979
2020-06-24,Reuniones,false,4296,4988
2014-01-01,Seminarios,false,452,5049
2005-05-21,Talleres,false,3495,5132
2001-09-10,Clases,false,199,5134
2001-10-03,Reuniones,true,431,5090
2020-03-30,Seminarios,false,1263,5122
2021-03-31,Conferencias,false,4454,5064
2014-05-26,Conferencias,false,37,5092
2008-12-01,Conferencias,true,794,5127
2017-10-31,Talleres,true,3604,5029
2012-05-31,Conferencias,true,2992,4991
2009-01-11,Practicas,false,1479,5071
2003-11-18,Clases,false,1142,5150
2013-11-08,Clases,true,296,5049
2004-12-09,Reuniones,true,1894,5056
2017-07-22,Seminarios,false,4102,4991
2021-08-08,Talleres,true,1632,5122
2013-02-18,Talleres,false,3560,5034
2011-06-12,Examenes,true,1600,5034
2022-02-22,Entrevistas,true,1512,5103
2001-07-11,Reuniones,false,2136,5013
2002-12-22,Examenes,true,4370,5149
2023-01-13,Examenes,true,4253,5105
2017-06-28,Talleres,false,4269,5030
2022-11-26,Seminarios,true,1773,5035
2013-11-26,Clases,true,1353,4996
2003-02-10,Reuniones,true,1228,5087
2023-06-27,Clases,false,268,5056
2019-03-11,Practicas,false,24,5048
2009-07-27,Seminarios,true,635,5109
2011-07-08,Presentaciones,true,2854,4991
2009-12-15,Clases,false,389,5002
2007-02-01,Conferencias,false,3500,4998
2023-04-02,Presentaciones,true,1100,5056
2010-03-04,Reuniones,false,291,5093
2010-07-29,Clases,false,2535,5072
2017-02-15,Reuniones,false,3598,5105
2007-07-21,Reuniones,true,3315,5031
2017-07-13,Conferencias,false,3991,5150
2000-10-28,Seminarios,true,1492,5055
2016-12-13,Entrevistas,false,3753,5047
2021-09-18,Entrevistas,false,3947,5010
2019-02-03,Practicas,true,2583,5113
2004-09-05,Practicas,false,2548,4980
2015-12-04,Talleres,true,3482,5141
2017-08-07,Reuniones,false,1025,4994
2023-12-24,Examenes,true,2505,5051
2006-06-18,Seminarios,true,4044,4998
2017-04-22,Reuniones,false,4218,5059
2006-02-09,Presentaciones,true,2728,5055
2015-02-24,Examenes,false,2069,5015
2019-06-30,Conferencias,false,4229,5009
2001-03-11,Clases,false,4093,5099
2010-08-21,Talleres,true,900,5082
2007-08-07,Conferencias,false,449,5089
2007-09-06,Entrevistas,false,1699,5130
2019-09-25,Conferencias,false,4004,5079
2015-09-23,Clases,true,3562,4998
2011-07-02,Talleres,false,759,5015
2005-04-03,Clases,true,111,5142
2007-11-21,Conferencias,false,989,5045
2021-04-18,Presentaciones,true,1370,5038
2006-10-14,Presentaciones,false,336,5060
2002-12-12,Entrevistas,true,332,5106
2002-05-09,Entrevistas,false,2484,5121
2011-05-20,Entrevistas,true,1824,5007
2011-12-20,Presentaciones,false,3964,4983
2016-11-26,Presentaciones,true,922,5063
2005-08-03,Conferencias,false,944,4989
2014-03-27,Practicas,false,428,5087
2007-07-19,Reuniones,true,2807,5116
2022-05-11,Entrevistas,false,1526,5045
2021-12-19,Talleres,true,2030,5039
2017-12-21,Conferencias,true,1812,5086
2017-01-27,Entrevistas,false,2115,5009
